smiles,pchembl_value,standard_type,type,value
CCCn1c(=O)c2nc(-c3ccc(OCC(=O)Nc4ccc(C(C)=O)cc4)cc3)[nH]c2n(CCC)c1=O,6.95,Ki,Ki,112.0
CCCn1c(=O)c2nc(-c3ccc(OCC(=O)Nc4ccccc4C(C)=O)cc3)[nH]c2n(CCC)c1=O,6.37,Ki,Ki,431.0
CCCn1c(=O)c2nc(-c3ccc(OCC(=O)O)cc3)[nH]c2n(CCC)c1=O,6.22,Ki,Ki,595.0
C=CCn1c(=O)c2nc(-c3ccc(OCC(=O)O)cc3)[nH]c2n(CC=C)c1=O,5.62,Ki,Ki,2370.0
CC(C)CCn1cc2c(nc(NC(=O)Cc3ccccc3)n3nc(-c4ccco4)nc23)n1,7.24,Ki,Ki,57.0
CC(C)CCn1cc2c(nc(NC(=O)Cc3cccc4ccccc34)n3nc(-c4ccco4)nc23)n1,7.38,Ki,Ki,42.0
CCCn1c(=O)c2nc(-c3ccc(OCC(=O)Nc4ccc(Br)cc4)cc3)[nH]c2n(CCC)c1=O,5.79,Ki,Ki,1640.0
O=C(Cc1ccccc1)Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12,7.22,Ki,Ki,60.0
CC(C)CCn1cc2c(nc(NC(=O)COc3ccccc3)n3nc(-c4ccco4)nc23)n1,7.42,Ki,Ki,38.0
Cn1cc2c(nc(NC(=O)Cc3ccccc3)n3nc(-c4ccco4)nc23)n1,6.37,Ki,Ki,423.0
CCCn1c(=O)c2nc(-c3ccc(OCC(=O)Nc4ccc(C(F)(F)F)cc4)cc3)[nH]c2n(CCC)c1=O,6.62,Ki,Ki,238.0
CCCn1c(=O)c2nc(-c3ccc(OCC(=O)Nc4ccc(C(N)=O)cc4)cc3)[nH]c2n(CCC)c1=O,7.41,Ki,Ki,39.0
CCCn1c(=O)c2nc(-c3ccc(/C=C/C(=O)NN4C(=O)C(C)=C(C)C4=O)cc3)[nH]c2n(CCC)c1=O,6.65,Ki,Ki,223.0
CCCn1c(=O)c2nc(-c3ccc(OCC(=O)Nc4cccc(C(C)=O)c4)cc3)[nH]c2n(CCC)c1=O,7.23,Ki,Ki,58.9
O=C(COc1ccccc1)Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12,7.35,Ki,Ki,45.0
Cn1cc2c(nc(NC(=O)Nc3ccccc3)n3nc(-c4ccco4)nc23)n1,6.42,Ki,Ki,381.0
CCCn1c(=O)c2nc(-c3ccc(/C=C/C(=O)O)cc3)[nH]c2n(CCC)c1=O,6.72,Ki,Ki,190.0
CCCn1c(=O)c2nc(-c3ccc(OCC(=O)Nc4ccccc4)cc3)[nH]c2n(CCC)c1=O,7.59,Ki,Ki,25.8
CCCn1c(=O)c2nc(-c3ccc(OCC(=O)Nc4ccc(F)cc4)cc3)[nH]c2n(CCC)c1=O,7.78,Ki,Ki,16.6
O=C(O)/C=C/c1ccc(-c2nc3c(=O)n(CC4CCCCC4)c(=O)n(CC4CCCCC4)c3[nH]2)cc1,5.82,Ki,Ki,1518.0
CCCn1c(=O)c2nc(-c3ccc(OCC(=O)Nc4ccc([N+](=O)[O-])cc4)cc3)[nH]c2n(CCC)c1=O,7.16,Ki,Ki,70.0
CCCn1c(=O)c2nc(-c3ccc(OCC(=O)Nc4ccc(C(=O)OC)cc4)cc3)[nH]c2n(CCC)c1=O,5.51,Ki,Ki,3100.0
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)NCCN)cc3)nc2n(CCC)c1=O,7.74,Ki,Ki,18.4
Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12,9.51,Ki,Ki,0.31
CCCn1c(=O)c2nc(-c3ccc(OCC(=O)Nc4ccc(Cl)cc4)cc3)[nH]c2n(CCC)c1=O,6.73,Ki,Ki,187.0
CCCn1c(=O)c2nc(-c3ccc(OCC(=O)Nc4ccc(I)cc4)cc3)[nH]c2n(CCC)c1=O,5.29,Ki,Ki,5140.0
CCCn1c(=O)c2nc(-c3ccc(OCC(=O)NN4C(=O)C(C)=C(C)C4=O)cc3)[nH]c2n(CCC)c1=O,5.71,Ki,Ki,1970.0
O=C(Cc1cccc2ccccc12)Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12,6.1,Ki,Ki,800.0
CCCn1c(=O)c2nc(-c3ccc(OCC(=O)NCc4ccccc4)cc3)[nH]c2n(CCC)c1=O,7.62,Ki,Ki,23.8
CCCn1c(=O)c2nc(-c3ccc(OCC(=O)Nc4ccc(C(=O)O)cc4)cc3)[nH]c2n(CCC)c1=O,7.41,Ki,Ki,39.0
O=C(Cc1ccccc1)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12,7.22,Ki,Ki,60.0
CCCCn1c(=O)c2nc(-c3ccc(OCC(=O)O)cc3)[nH]c2n(CCCC)c1=O,5.59,Ki,Ki,2540.0
Nc1nc2ccc(Cl)cc2c2nc(-c3ccco3)nn12,8.77,Ki,Ki,0.0017
CCCn1c(=O)c2nc(-c3ccc(OCC(=O)N(Cc4ccccc4)Cc4ccccc4)cc3)[nH]c2n(CCC)c1=O,6.19,Ki,Ki,642.0
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(C#N)cc4)cc3)nc2n(CCC)c1=O,6.3,Ki,Ki,503.0
O=C(COc1ccccc1)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12,7.4,Ki,Ki,40.0
O=C(Cc1cccc2ccccc12)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12,7.26,Ki,Ki,55.0
CCn1c(C#Cc2ccccc2)nc2c(N)ncnc21,6.22,Ki,Ki,0.6
Nc1ncnc2c1ncn2[C@H]1[C@H](O)[C@H](O)[C@]2(CO)C[C@H]12,4.65,Ki,Ki,22500.0
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,7.7,Ki,Ki,0.02
Nc1ncnc2c1nc(/C=C/C(=O)c1ccccc1)n2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,4.33,Ki,Ki,46.6
CCN(CC)C(=O)c1cc(N)c2nc(-c3ccc(Br)o3)nn2c1,6.56,Ki,Ki,277.0
Nc1cc(C(=O)N2CCCC2)cn2nc(-c3ccc(Br)o3)nc12,7.46,Ki,Ki,35.0
CN(C)C(=O)CN(C)C(=O)c1cc(N)c2nc(-c3ccc(Br)o3)nn2c1,7.64,Ki,Ki,23.0
CNc1nc(C#C[C@@H](O)c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,6.79,Ki,Ki,163.0
CCNc1nc(C#C[C@@H](O)c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,7.19,Ki,Ki,64.0
CNc1nc(C#Cc2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,5.07,Ki,Ki,8530.0
Nc1cc(C(=O)N2CCCCC2)cc2nc(-c3ccco3)nn12,7.57,Ki,Ki,27.0
Nc1nc(C#CC(O)c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,8.15,Ki,Ki,7.0
COC[C@H]1CCCN1C(=O)c1cc(N)c2nc(-c3ccc(Br)o3)nn2c1,7.21,Ki,Ki,61.0
Cc1ccc(-c2nc3cc(C(=O)N4CCCCC4)cc(N)n3n2)o1,7.85,Ki,Ki,14.0
CCCCC#Cc1nc(NCC)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,6.57,Ki,Ki,267.0
CCNc1nc(C#Cc2ccccc2)nc2c1ncn2C1O[C@H](CO)[C@@H](O)[C@H]1O,5.35,Ki,Ki,4450.0
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(C#CC(O)c4ccccc4)nc32)[C@H](O)[C@@H]1O,8.51,Ki,Ki,3.1
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(C#C[C@H](O)c4ccccc4)nc32)[C@H](O)[C@@H]1O,7.41,Ki,Ki,39.0
Cc1ccc(-c2nc3c(N)cc(C(=O)N4CCCC4)cn3n2)o1,7.12,Ki,Ki,76.0
CC1CCCCN1C(=O)c1cc(N)n2nc(-c3ccc(Br)o3)nc2c1,8.7,Ki,Ki,2.0
CC1CCCN(C(=O)c2cc(N)c3nc(-c4ccc(Br)o4)nn3c2)C1,7.82,Ki,Ki,15.0
CN(CCc1ccccc1)C(=O)c1cc(N)c2nc(-c3ccc(Br)o3)nn2c1,7.3,Ki,Ki,50.0
CN(C)C(=O)CN(C)C(=O)c1cc(N)n2nc(-c3ccc(Br)o3)nc2c1,8.52,Ki,Ki,3.0
CC1CCCN(C(=O)c2cc(N)n3nc(-c4ccc(Br)o4)nc3c2)C1,8.52,Ki,Ki,3.0
CC(C)Nc1nc(C#CC(O)c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,7.02,Ki,Ki,96.0
Nc1nc(C#C[C@@H](O)c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,8.74,Ki,Ki,1.8
CC1CCCCN1C(=O)c1cc(N)c2nc(-c3ccc(Br)o3)nn2c1,7.21,Ki,Ki,62.0
Nc1cc(C(=O)N2CCCC2)cc2nc(-c3ccccn3)nn12,7.24,Ki,Ki,57.0
CNc1nc(C#CC(O)c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,6.56,Ki,Ki,273.0
Nc1cc(C(=O)N2CCCC2)cc2nc(-c3ccc(Br)o3)nn12,8.05,Ki,Ki,9.0
Nc1cc(C(=O)N2CCCC2)cc2nc(-c3ccco3)nn12,7.96,Ki,Ki,11.0
CCOC(=O)c1cnc2c(cnn2CC(Cl)c2ccccc2)c1N1CCN(C)CC1,5.67,Ki,Ki,2140.0
CNc1nc(C#C[C@H](O)c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,5.81,Ki,Ki,1560.0
COC[C@H]1CCCN1C(=O)c1cc(N)n2nc(-c3ccc(Br)o3)nc2c1,8.7,Ki,Ki,2.0
CCNc1nc(C#CC(O)c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,7.03,Ki,Ki,94.0
CC(C)Nc1nc(C#C[C@H](O)c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,6.49,Ki,Ki,324.0
Nc1cc(C(=O)N2CCCCC2)cn2nc(-c3ccc(Br)o3)nc12,7.57,Ki,Ki,27.0
CCCN(C)C(=O)c1cc(N)n2nc(-c3ccc(Br)o3)nc2c1,8.22,Ki,Ki,6.0
Nc1cc(C(=O)N2CCCC2)cc2nc(-c3cccs3)nn12,6.98,Ki,Ki,104.0
Nc1nc2c(cnn2CCc2ccccc2)c2nc(-c3ccco3)nn12,9.22,Ki,Ki,0.6
Nc1nc(C#C[C@H](O)c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,7.54,Ki,Ki,29.0
Nc1cc(C(=O)N2CCCCC2)cn2nc(-c3ccco3)nc12,6.72,Ki,Ki,190.0
CCNc1nc(C#C[C@H](O)c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,5.93,Ki,Ki,1181.0
CC1CCCN1C(=O)c1cc(N)n2nc(-c3ccc(Br)o3)nc2c1,8.4,Ki,Ki,4.0
Nc1cc(C(=O)N2CCCCC2)cc2nc(-c3ccc(Br)o3)nn12,8.22,Ki,Ki,6.0
CCN(CCc1ccccn1)C(=O)c1cc(N)n2nc(-c3ccc(Br)o3)nc2c1,8.4,Ki,Ki,4.0
CN(CCc1ccccc1)C(=O)c1cc(N)n2nc(-c3ccc(Br)o3)nc2c1,8.3,Ki,Ki,5.0
CCCCC#Cc1nc(NC)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,5.91,Ki,Ki,1230.0
CCN(CC)C(=O)C1CCCN(C(=O)c2cc(N)c3nc(-c4ccc(Br)o4)nn3c2)C1,7.4,Ki,Ki,40.0
Nc1cc(C(=O)N2CCCC2)cn2nc(-c3ccccn3)nc12,6.72,Ki,Ki,192.0
COC[C@@H]1CCCN1C(=O)c1cc(N)n2nc(-c3ccc(Br)o3)nc2c1,7.92,Ki,Ki,12.0
CC(C)(C)OC(=O)C1CCCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1,8.19,Ki,Ki,6.4
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(C#C[C@@H](O)c4ccccc4)nc32)[C@H](O)[C@@H]1O,8.7,Ki,Ki,2.0
CCCN(C)C(=O)c1cc(N)c2nc(-c3ccc(Br)o3)nn2c1,7.36,Ki,Ki,44.0
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(C#Cc4ccccc4)nc32)[C@H](O)[C@@H]1O,6.21,Ki,Ki,620.0
CC1CCCN1C(=O)c1cc(N)c2nc(-c3ccc(Br)o3)nn2c1,7.57,Ki,Ki,27.0
Nc1cc(C(=O)N2CCSCC2)cn2nc(-c3ccc(Br)o3)nc12,7.14,Ki,Ki,73.0
Nc1nc(C#Cc2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,6.44,Ki,Ki,363.0
COC[C@@H]1CCCN1C(=O)c1cc(N)c2nc(-c3ccc(Br)o3)nn2c1,7.8,Ki,Ki,16.0
Cc1ccc(-c2nc3c(N)cc(C(=O)N4CCCCC4)cn3n2)o1,7.24,Ki,Ki,57.0
Cc1ccc(-c2nc3cc(C(=O)N4CCCC4)cc(N)n3n2)o1,7.77,Ki,Ki,17.0
Nc1nc(NCCc2ccc(O)cc2)nc2nc(-c3ccco3)nn12,9.1,Ki,Ki,0.8
CCCCC#Cc1nc(N)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,8.24,Ki,Ki,5.7
Nc1cc(C(=O)N2CCSCC2)cc2nc(-c3ccc(Br)o3)nn12,8.05,Ki,Ki,9.0
CCCCC#Cc1nc(NC(C)C)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,6.71,Ki,Ki,196.0
Nc1cc(C(=O)N2CCCC2)cn2nc(-c3cccs3)nc12,6.71,Ki,Ki,197.0
CCN(CC)C(=O)c1cc(N)n2nc(-c3ccc(Br)o3)nc2c1,8.52,Ki,Ki,3.0
CCN(CC)C(=O)C1CCCN(C(=O)c2cc(N)n3nc(-c4ccc(Br)o4)nc3c2)C1,8.1,Ki,Ki,8.0
CC(C)Nc1nc(C#Cc2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,5.96,Ki,Ki,1100.0
CC(C)Nc1nc(C#C[C@@H](O)c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,7.37,Ki,Ki,43.0
CCN(CCc1ccccn1)C(=O)c1cc(N)c2nc(-c3ccc(Br)o3)nn2c1,7.12,Ki,Ki,76.0
Nc1cc(C(=O)N2CCCC2)cn2nc(-c3ccco3)nc12,7.24,Ki,Ki,57.0
CCNC(=O)[C@H]1OC(n2cnc3c(NCCCCCCCCCCNc4ccc([N+](=O)[O-])c5nonc45)ncnc32)[C@H](O)[C@@H]1O,5.21,Ki,Ki,6100.0
CCNC(=O)[C@H]1OC(n2cnc3c(NCCCCCCNc4ccc([N+](=O)[O-])c5nonc45)ncnc32)[C@H](O)[C@@H]1O,5.22,Ki,Ki,6083.0
CCNC(=O)[C@H]1OC(n2cnc3c(NCCCCCCCCNc4ccc([N+](=O)[O-])c5nonc45)ncnc32)[C@H](O)[C@@H]1O,5.29,Ki,Ki,5096.0
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,7.82,Ki,Ki,15.1
CCNC(=O)[C@H]1OC(n2cnc3c(NCCNc4ccc([N+](=O)[O-])c5nonc45)ncnc32)[C@H](O)[C@@H]1O,5.17,Ki,Ki,6750.0
COc1ccc2c(O)cc(-c3ccccc3)nc2n1,5.85,Ki,Ki,1400.0
COc1ccc2c(O)cc(-c3ccccc3)nc2n1,6.31,Ki,Ki,490.0
Oc1cc(-c2ccccc2)nc2nc(F)ccc12,6.77,Ki,Ki,170.0
Oc1cc(-c2ccccc2)nc2nc(F)ccc12,5.57,Ki,Ki,2700.0
Oc1cc(-c2ccccc2)nc2nc(Cl)ccc12,7.0,Ki,Ki,100.0
Oc1cc(-c2ccccc2)nc2nc(Cl)ccc12,6.35,Ki,Ki,450.0
Nc1nc2c(cnn2CCc2ccccc2)c2nc(-c3ccco3)nn12,8.7,Ki,Ki,2.0
Nc1nc2c(cnn2CCc2ccccc2)c2nc(-c3ccco3)nn12,8.49,Ki,Ki,3.25
Cc1ccc2c(NN)cc(-c3ccccc3)nc2n1,5.75,Ki,Ki,1800.0
Cc1ccc2c(NN)cc(-c3ccccc3)nc2n1,5.39,Ki,Ki,4100.0
Cc1ccc2c(O)cc(-c3cccc([N+](=O)[O-])c3)nc2n1,6.24,Ki,Ki,580.0
Cc1ccc2c(O)cc(-c3cccc([N+](=O)[O-])c3)nc2n1,5.47,Ki,Ki,3400.0
CN(C)c1ccc2c(O)cc(-c3ccccc3)nc2n1,5.64,Ki,Ki,2300.0
CN(C)c1ccc2c(O)cc(-c3ccccc3)nc2n1,5.89,Ki,Ki,1300.0
CCCn1c(=O)c2[nH]c(C3CCCC3)nc2n(CCC)c1=O,6.7,Ki,Ki,200.0
CCCn1c(=O)c2[nH]c(C3CCCC3)nc2n(CCC)c1=O,6.84,Ki,Ki,144.0
Cc1ccc2c(O)cc(-c3ccc(F)cc3)nc2n1,6.2,Ki,Ki,630.0
Cc1ccc2c(O)cc(-c3ccc(F)cc3)nc2n1,6.36,Ki,Ki,440.0
Cc1ccc2c(N(C)C)cc(-c3ccccc3)nc2n1,5.16,Ki,Ki,7000.0
Oc1cc(-c2ccccc2)nc2nc(NC3CCCCC3)ccc12,5.6,Ki,Ki,2500.0
Oc1cc(-c2ccccc2)nc2nc(NC3CCCCC3)ccc12,5.77,Ki,Ki,1700.0
Cc1ccc2c(O)ccnc2n1,5.75,Ki,Ki,1800.0
Cc1ccc2c(O)cc(-c3ccc(N)cc3)nc2n1,6.3,Ki,Ki,500.0
Cc1ccc2c(O)cc(-c3ccc(N)cc3)nc2n1,6.96,Ki,Ki,110.0
Oc1cc(-c2ccccc2)nc2nc(Oc3ccccc3)ccc12,5.72,Ki,Ki,1900.0
Oc1cc(-c2ccccc2)nc2nc(Oc3ccccc3)ccc12,5.32,Ki,Ki,4800.0
CCOc1cc(-c2ccccc2)nc2c1ccc(=O)n2CC,5.14,Ki,Ki,7200.0
CCOc1cc(-c2ccccc2)nc2c1ccc(=O)n2CC,5.42,Ki,Ki,3800.0
CCOc1ccc2c(=O)cc(-c3ccccc3)n(CC)c2n1,5.85,Ki,Ki,1400.0
CC(=O)Nc1ccc(-c2cc(O)c3ccc(C)nc3n2)cc1,5.64,Ki,Ki,2300.0
CC(=O)Nc1ccc(-c2cc(O)c3ccc(C)nc3n2)cc1,5.8,Ki,Ki,1600.0
Cn1c(=O)ccc2c(O)cc(-c3ccccc3)nc21,5.19,Ki,Ki,6500.0
CCCc1cc(O)c2ccc(C)nc2n1,6.05,Ki,Ki,900.0
CCCc1cc(O)c2ccc(C)nc2n1,6.0,Ki,Ki,1000.0
Oc1cc(-c2ccccc2)nc2nc(Br)ccc12,7.18,Ki,Ki,66.0
Oc1cc(-c2ccccc2)nc2nc(Br)ccc12,7.0,Ki,Ki,100.0
Cc1ccc2c(S)cc(-c3ccccc3)nc2n1,5.9,Ki,Ki,1250.0
Cc1ccc2c(S)cc(-c3ccccc3)nc2n1,6.64,Ki,Ki,230.0
Cc1ccc2c(O)cc(-c3ccccc3)nc2n1,6.34,Ki,Ki,460.0
Cc1ccc2c(O)cc(-c3ccccc3)nc2n1,6.26,Ki,Ki,550.0
CCOc1cc(-c2ccccc2)nc2nc(Br)ccc12,5.54,Ki,Ki,2900.0
CCOc1cc(-c2ccccc2)nc2nc(Br)ccc12,6.01,Ki,Ki,970.0
Cc1ccc2c(NC3CCCCC3)cc(-c3ccccc3)nc2n1,6.08,Ki,Ki,830.0
Cc1ccc2c(NC3CCCCC3)cc(-c3ccccc3)nc2n1,6.31,Ki,Ki,490.0
CSc1cc(-c2ccccc2)nc2nc(C)ccc12,5.0,Ki,Ki,10000.0
CSc1cc(-c2ccccc2)nc2nc(C)ccc12,6.68,Ki,Ki,210.0
Cc1ccc2c(O)cc(-c3cccc(N)c3)nc2n1,6.64,Ki,Ki,230.0
Cc1ccc2c(O)cc(-c3cccc(N)c3)nc2n1,5.89,Ki,Ki,1300.0
Cc1cc(O)c2ccc(N)nc2n1,5.12,Ki,Ki,7500.0
Cc1ccc2c(N)cc(-c3ccccc3)nc2n1,6.38,Ki,Ki,420.0
Cc1ccc2c(N)cc(-c3ccccc3)nc2n1,6.68,Ki,Ki,210.0
Oc1cc(-c2ccccc2)nc2ncccc12,5.7,Ki,Ki,2000.0
CCOc1ccc2c(O)cc(-c3ccccc3)nc2n1,5.82,Ki,Ki,1500.0
Cc1ccc2c(O)cc(-c3ccc([N+](=O)[O-])cc3)nc2n1,6.34,Ki,Ki,460.0
Cc1ccc2c(O)cc(-c3ccc([N+](=O)[O-])cc3)nc2n1,6.19,Ki,Ki,640.0
Cc1ccc2c(O)cc(-c3ccccc3F)nc2n1,6.33,Ki,Ki,470.0
Cc1ccc2c(O)cc(-c3ccccc3F)nc2n1,7.4,Ki,Ki,40.0
Nc1ccc2c(O)cc(-c3ccccc3)nc2n1,5.23,Ki,Ki,5900.0
Nc1ccc2c(O)cc(-c3ccccc3)nc2n1,5.05,Ki,Ki,9000.0
CCCn1c(=O)c2nn(-c3ccc(Cl)cc3N)nc2n(CCC)c1=O,4.54,Ki,Ki,28.9
CNC(=O)[C@H]1S[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O,6.65,Ki,Ki,223.0
Cn1c(=O)c2c(nnn2C2CC3CCC2C3)n(C)c1=O,5.35,Ki,Ki,4.5
Cn1c(=O)c2c(nnn2-c2ccc(Cl)cc2N)n(C)c1=O,4.34,Ki,Ki,46.0
CCCn1c(=O)c2nn(C3CCCCC3)nc2n(CCC)c1=O,4.66,Ki,Ki,21.7
Cn1c(=O)c2c(ncn2C)n(C)c1=O,4.32,Ki,Ki,48.0
Cn1c(=O)c2c(nnn2C2CCCCC2)n(C)c1=O,5.08,Ki,Ki,8.4
CNC(=O)[C@H]1S[C@@H](n2cnc3c(N)nc(Cl)nc32)[C@H](O)[C@@H]1O,6.8,Ki,Ki,158.0
Cn1c(=O)c2nn(C3CC4CCC3C4)nc2n(C)c1=O,4.31,Ki,Ki,49.0
CCCn1c(=O)c2c(nnn2C2CCCCC2)n(CCC)c1=O,4.64,Ki,Ki,22.9
CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O,5.27,Ki,Ki,5360.0
Cn1c(=O)c2nc[nH]c2n(C)c1=O.O,4.6,Ki,Ki,25.0
Cn1nc2c(=O)n(C)c(=O)n(C)c2n1,4.28,Ki,Ki,52.8
CCCn1c(=O)c2nn(C3CCCC3)nc2n(CCC)c1=O,4.89,Ki,Ki,13.0
CCCn1c(=O)c2c(nnn2C2CCCCC2O)n(CCC)c1=O,4.87,Ki,Ki,13.5
CCCn1c(=O)c2[nH]c(C3CCCC3)nc2n(CCC)c1=O,6.47,Ki,Ki,0.34
CNC(=O)[C@H]1S[C@@H](n2cnc3c(NC)nc(Cl)nc32)[C@H](O)[C@@H]1O,7.7,Ki,Ki,20.0
Cn1c(=O)c2nn(C3CCCC3)nc2n(C)c1=O,4.24,Ki,Ki,58.0
CCCn1c(=O)c2c(nnn2C2CCCC2)n(CCC)c1=O,5.0,Ki,Ki,10.0
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(N[C@@H]4CCC[C@H]4O)nc32)[C@H](O)[C@@H]1O,9.8,Ki,Ki,0.16
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(NCCN4CCCCC4)nc32)[C@H](O)[C@@H]1O.O=C(O)C(F)(F)F,10.1,Ki,Ki,0.08
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(NC4CCCC4)nc32)[C@H](O)[C@@H]1O,8.21,Ki,Ki,6.2
CCCn1c(=O)c2nc(-c3ccccc3)[nH]c2n(CCC)c1=O,5.68,Ki,Ki,2.1
OC[C@H]1O[C@@H](n2cnc3c(NCCc4cccc(Cl)c4)nc(NC4CCCC4)nc32)[C@H](O)[C@@H]1O,7.41,Ki,Ki,39.0
Nc1nc(NC2CCCC2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,8.29,Ki,Ki,5.1
OC[C@H]1O[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(NC4CCCC4)nc32)[C@H](O)[C@@H]1O,7.44,Ki,Ki,36.0
Nc1nc(N[C@@H]2CCC[C@H]2O)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,9.1,Ki,Ki,0.8
Nc1nc(N[C@H]2CCC[C@@H]2O)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,8.74,Ki,Ki,1.8
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(N[C@H]4CC[C@H](N)CC4)nc32)[C@H](O)[C@@H]1O.O=C(O)C(F)(F)F,10.3,Ki,Ki,0.05
OC[C@H]1O[C@@H](n2cnc3c(NC4CCC[C@@H]4O)nc(Cl)nc32)[C@H](O)[C@@H]1O,6.77,Ki,Ki,171.0
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,9.0,Ki,Ki,1.0
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NC4CCCC4)nc32)[C@H](O)[C@@H]1O,8.66,Ki,Ki,2.2
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(NCCc4c[nH]cn4)nc32)[C@H](O)[C@@H]1O,10.52,Ki,Ki,0.03
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NC(CC)CC)nc32)[C@H](O)[C@@H]1O,7.07,Ki,Ki,85.0
OC[C@H]1O[C@@H](n2cnc3c(NC4CCCC4)nc(Cl)nc32)[C@H](O)[C@@H]1O,7.77,Ki,Ki,17.0
OC[C@H]1O[C@@H](n2cnc3c(NCc4cccc5ccccc45)nc(NC4CCCC4)nc32)[C@H](O)[C@@H]1O,7.6,Ki,Ki,25.0
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(N[C@@H]4CCC[C@H]4O)nc32)[C@H](O)[C@@H]1O,10.0,Ki,Ki,0.1
NC(=O)/N=N/Nc1nc(N)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,7.06,Ki,Ki,88.0
Cc1cccc(-n2nc3c(N)nc4ccccc4n3c2=O)c1,7.84,Ki,Ki,14.6
Nc1cccc2c1nc(N)c1nn(-c3ccccc3)c(=O)n12,7.73,Ki,Ki,18.7
