smiles,pchembl_value,standard_type,type,value
CC(C)c1nc(-c2nccs2)c2sccc2n1,8.85,Ki,Ki,1.4
Nc1nc(-c2ccco2)c2ncn(C(=O)NCc3ccccc3)c2n1,8.96,Ki,Ki,1.1
Nc1nc(-c2ccco2)c2ncn(C(=O)NCc3ccco3)c2n1,8.77,Ki,Ki,1.7
Cc1cc(Cn2nnc3c(-c4ccco4)nc(N)nc32)ccc1N,8.89,Ki,Ki,1.3
COCc1cccc(CNC(=O)c2cc(-c3ccco3)nc(N)n2)n1,8.77,Ki,Ki,1.7
Cc1cccc(CNC(=O)c2cc(-c3ccc(C)o3)nc(N)n2)n1,8.6,Ki,Ki,2.5
Nc1nnc(-c2ccccc2)c(-c2ccccc2)n1,6.94,Ki,Ki,115.0
Cc1cc(-c2nnc(N)nc2-c2ccccc2)cc(C(F)(F)F)n1,8.46,Ki,Ki,3.5
CC1(C)CCCN(c2nnc(N)nc2-c2ccccc2)C1,7.39,Ki,Ki,41.0
CC1CN(c2nnc(N)nc2-c2ccccc2)CC(C)O1,7.8,Ki,Ki,16.0
O=C(c1ccc(C(=O)N2CCCCCC2)cc1)c1cnc2ccc(F)cn12,7.92,Ki,Ki,12.0
COC[C@H]1CCCN1C(=O)c1ccc2c(-c3cnc4ccc(C#N)cn34)nn(C)c2c1,8.52,Ki,Ki,3.0
O=C(c1ccc2c(-c3cnc4ccc(F)cn34)noc2c1)N1CCCCCC1,8.4,Ki,Ki,4.0
CCCCc1nc(N)c2nc(-n3nccn3)n(C)c2n1,8.18,Ki,Ki,6.6
CC(O)CCc1nc(N)c2nc(-n3nccn3)n(C)c2n1,8.1,Ki,Ki,8.0
CC(=O)CCc1nc(N)c2nc(-n3nccn3)n(C)c2n1,7.92,Ki,Ki,12.0
CC(C)n1cc(-c2ncc(N)nc2-c2ccc(F)cc2)ccc1=O,8.74,Ki,Ki,1.8
CC(=O)Nc1cc(-n2cccn2)nc(-c2ccco2)n1,9.22,Ki,Ki,0.6
Cc1cc(C)n(-c2cc(NC(=O)CN3CCN(C)CC3)nc(-c3nccs3)n2)n1,8.05,Ki,Ki,9.0
Cc1cc(C)n(-c2cc(NC(=O)COc3cccc(CN(C)C)c3)nc(-c3ccc(C)o3)n2)n1,9.4,Ki,Ki,0.4
COC1CCN(c2cccc(-c3cc(NC(C)=O)nc(-n4nc(C)cc4C)n3)n2)CC1,9.4,Ki,Ki,0.4
C#CCn1c(Br)nc2c(N)nc(C#CCCCCCC)nc21,9.25,Ki,Ki,0.56
Cc1ccc2ncc3nc(-c4ccccc4)nn3c2c1,5.62,Ki,Ki,2401.0
CCCn1c(=O)c2[nH]c(C3CCCC3)nc2n(CCC)c1=O,6.58,Ki,Ki,260.3
O=c1c2ncn3nc(-c4ccccc4)cc3c2c(-c2cccnc2)nn1Cc1ccccc1,6.09,Ki,Ki,805.1
CCc1nc2c(=O)n(Cc3ccccc3)nc(C3CCCC3)c2c2cc(-c3ccccc3)nn12,6.18,Ki,Ki,662.4
O=c1c2ncn3nc(-c4ccccc4)cc3c2c(C2CCCC2)nn1Cc1ccccc1,7.12,Ki,Ki,75.5
O=c1c2ncn3nc(-c4ccccc4)cc3c2c(-c2ccsc2)nn1Cc1ccccc1,7.16,Ki,Ki,69.2
Cc1nc2c(=O)n(Cc3ccccc3)nc(-c3cccs3)c2c2cc(-c3ccccc3)nn12,5.59,Ki,Ki,2595.4
O=c1c2ncn3nc(-c4ccccc4)cc3c2c(-c2cccs2)nn1Cc1ccccc1,7.29,Ki,Ki,51.0
Cc1nc(N)c2nn(-c3ccccc3)cc2n1,6.61,Ki,Ki,246.0
Nc1nc(-c2ccccc2)nc2cn(-c3ccccc3)nc12,6.49,Ki,Ki,325.0
Nc1nc(Cc2ccccc2)nc2cn(-c3ccccc3)nc12,6.96,Ki,Ki,110.0
Nc1ncnc2cn(-c3ccccc3)nc12,6.39,Ki,Ki,410.0
COc1ccccc1Cc1nc(N)c2nn(-c3ccccc3)cc2n1,6.67,Ki,Ki,213.0
Nc1nc(Cc2ccccc2F)nc2cn(-c3ccccc3)nc12,6.81,Ki,Ki,154.0
Nc1nc(Cc2ccccc2O)nc2cn(-c3ccccc3)nc12,7.05,Ki,Ki,89.0
Nc1nc(Cc2cccc(O)c2)nc2cn(-c3ccccc3)nc12,6.28,Ki,Ki,521.0
Nc1nc(CCCc2ccccc2)nc2cn(-c3ccccc3)nc12,7.26,Ki,Ki,55.0
COc1ccccc1CCCc1nc(N)c2nn(-c3ccccc3)cc2n1,6.82,Ki,Ki,153.0
COc1cccc(CCCc2nc(N)c3nn(-c4ccccc4)cc3n2)c1,6.83,Ki,Ki,147.0
COc1ccc(CCCc2nc(N)c3nn(-c4ccccc4)cc3n2)cc1,6.1,Ki,Ki,790.0
Nc1nc(CCCc2ccccc2O)nc2cn(-c3ccccc3)nc12,6.99,Ki,Ki,102.0
Nc1nc(CCCc2cccc(O)c2)nc2cn(-c3ccccc3)nc12,6.84,Ki,Ki,146.0
Nc1nc(CCCc2ccc(O)cc2)nc2cn(-c3ccccc3)nc12,6.14,Ki,Ki,722.0
Nc1nc(CCCc2ccccc2)nc2cn(-c3ccccc3)nc12,6.37,IC50,IC50,423.0
OC[C@H]1O[C@@H](n2cnc3c(NC4CC4c4ccccc4)nc(C#Cc4ccccc4)nc32)[C@H](O)[C@@H]1O,5.6,Ki,Ki,2530.0
CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(N)nc(C#Cc4ccccc4)nc31)[C@H](O)[C@@H]2O,5.92,Ki,Ki,1200.0
COc1ccc(CCCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1,10.32,Ki,Ki,0.048
Cn1cc2c(nc(NC(=O)Nc3ccccc3)n3nc(-c4ccco4)nc23)n1,6.42,Ki,Ki,381.0
CCOC(=O)c1cnc(SC)n2nc(-c3ccco3)nc12,5.02,Ki,Ki,9500.0
CCOC(=O)c1cnc(NCc2ccc(OC)c(OC)c2)n2nc(-c3ccco3)nc12,6.94,Ki,Ki,116.0
COc1ccc(CNc2ncc(C(=O)O)c3nc(-c4ccco4)nn23)cc1OC,5.27,Ki,Ki,5320.0
CNC(=O)c1cnc(NCc2ccc(OC)c(OC)c2)n2nc(-c3ccco3)nc12,7.59,Ki,Ki,25.8
COc1ccc(CNc2ncc(C(=O)NCCc3ccccc3)c3nc(-c4ccco4)nn23)cc1OC,7.19,Ki,Ki,65.2
CNC(=O)c1cnc(N)n2nc(-c3ccco3)nc12,7.82,Ki,Ki,15.0
Nc1ncc(C(=O)NCCc2ccccc2)c2nc(-c3ccco3)nn12,7.96,Ki,Ki,11.1
CCOC(=O)c1cnc(N)n2nc(-c3ccco3)nc12,8.48,Ki,Ki,3.32
CNC(=O)c1cnc(NC(=O)Nc2ccccc2)n2nc(-c3ccco3)nc12,8.24,Ki,Ki,5.76
CNC(=O)c1cnc(NC(=O)NC2CCCCC2)n2nc(-c3ccco3)nc12,5.82,Ki,Ki,1520.0
CNC(=O)c1cnc(NC(=O)Cc2ccccc2)n2nc(-c3ccco3)nc12,7.91,Ki,Ki,12.4
O=C(Nc1ccccc1)Nc1ncc(C(=O)NCCc2ccccc2)c2nc(-c3ccco3)nn12,7.29,Ki,Ki,51.4
O=C(Nc1ncc(C(=O)NCCc2ccccc2)c2nc(-c3ccco3)nn12)NC1CCCCC1,6.11,Ki,Ki,773.0
O=C(Cc1ccccc1)Nc1ncc(C(=O)NCCc2ccccc2)c2nc(-c3ccco3)nn12,7.55,Ki,Ki,28.1
CCOC(=O)c1cnc(NC(=O)Nc2ccccc2)n2nc(-c3ccco3)nc12,8.32,Ki,Ki,4.82
C=C(OCC)c1cnc(NC(=O)NC2CCCCC2)n2nc(-c3ccco3)nc12,6.74,Ki,Ki,183.0
CCOC(=O)c1cnc(NC(=O)Cc2ccccc2)n2nc(-c3ccco3)nc12,4.37,Ki,Ki,42700.0
O=C(Nc1ncc(C(=O)O)c2nc(-c3ccco3)nn12)NC1CCCCC1,4.61,Ki,Ki,24700.0
CCOC(=O)c1cnc(NC)n2nc(-c3ccco3)nc12,6.98,Ki,Ki,104.0
CCNc1ncc(C(=O)OCC)c2nc(-c3ccco3)nn12,7.3,Ki,Ki,50.3
CCCCCNc1ncc(C(=O)OCC)c2nc(-c3ccco3)nn12,7.3,Ki,Ki,50.1
CCOC(=O)c1cnc(NC(C)C)n2nc(-c3ccco3)nc12,6.99,Ki,Ki,103.0
CCCCC(CC)CNc1ncc(C(=O)OCC)c2nc(-c3ccco3)nn12,6.67,Ki,Ki,215.0
CCOC(=O)c1cnc(NC2CC2)n2nc(-c3ccco3)nc12,7.43,Ki,Ki,37.4
CCOC(=O)c1cnc(NC2CCCC2)n2nc(-c3ccco3)nc12,7.36,Ki,Ki,43.4
CCOC(=O)c1cnc(NCC2CCCCC2)n2nc(-c3ccco3)nc12,6.92,Ki,Ki,121.0
CCOC(=O)c1cnc(NCc2ccccc2)n2nc(-c3ccco3)nc12,7.5,Ki,Ki,32.0
CCOC(=O)c1cnc(NCc2ccc(C)cc2)n2nc(-c3ccco3)nc12,6.91,Ki,Ki,122.0
CCOC(=O)c1cnc(NCc2ccc(OC)cc2)n2nc(-c3ccco3)nc12,6.85,Ki,Ki,142.0
CCOC(=O)c1cnc(NCc2ccc(F)cc2)n2nc(-c3ccco3)nc12,7.41,Ki,Ki,39.3
CCOC(=O)c1cnc(NCc2ccc(Cl)cc2)n2nc(-c3ccco3)nc12,7.13,Ki,Ki,73.2
CCOC(=O)c1cnc(NCc2ccc(C(F)(F)F)cc2)n2nc(-c3ccco3)nc12,6.68,Ki,Ki,209.0
CCOC(=O)c1cnc(NCc2ccc(-c3ccccc3)cc2)n2nc(-c3ccco3)nc12,6.73,Ki,Ki,187.0
CCOC(=O)c1cnc(NC(c2ccccc2)c2ccccc2)n2nc(-c3ccco3)nc12,6.42,Ki,Ki,385.0
CCOC(=O)c1cnc(NC2CCC2)n2nc(-c3ccco3)nc12,7.54,Ki,Ki,28.9
CCOC(=O)c1cnc(NC2CCCCCC2)n2nc(-c3ccco3)nc12,6.63,Ki,Ki,235.0
C=C(CCC)C1=CC=C(CC2CCCCCCC2)C2C=C(C3=CC=CC3)C=C12,6.46,Ki,Ki,351.0
CCOC(=O)c1cnc(N2CCCC2)n2nc(-c3ccco3)nc12,4.99,Ki,Ki,10200.0
CCOC(=O)c1cnc(N2CCCCC2)n2nc(-c3ccco3)nc12,5.09,Ki,Ki,8180.0
CCOC(=O)c1cnc(NCCOC)n2nc(-c3ccco3)nc12,6.54,Ki,Ki,292.0
CCOC(=O)c1cnc(N(C)C)n2nc(-c3ccco3)nc12,5.19,Ki,Ki,6480.0
CCOC(=O)c1cnc(N2CCOCC2)n2nc(-c3ccco3)nc12,4.75,Ki,Ki,17600.0
CCOC(=O)c1cnc(NC2CCCCC2)n2nc(-c3ccco3)nc12,7.23,Ki,Ki,58.9
CCOC(=O)c1cnc(NCC(C)C)n2nc(-c3ccco3)nc12,7.35,Ki,Ki,44.4
CCOC(=O)c1cnc(NOC)n2nc(-c3ccco3)nc12,6.68,Ki,Ki,210.0
CCNc1ncc(C(=O)O)c2nc(-c3ccco3)nn12,5.43,Ki,Ki,3680.0
CCCCCNc1ncc(C(=O)O)c2nc(-c3ccco3)nn12,4.57,Ki,Ki,26900.0
CC(C)Nc1ncc(C(=O)O)c2nc(-c3ccco3)nn12,5.12,Ki,Ki,7660.0
CCCCC(CC)CNc1ncc(C(=O)O)c2nc(-c3ccco3)nn12,4.47,Ki,Ki,33800.0
O=C(O)c1cnc(NC2CC2)n2nc(-c3ccco3)nc12,6.22,Ki,Ki,596.0
O=C(O)c1cnc(NC2CCCC2)n2nc(-c3ccco3)nc12,4.43,Ki,Ki,37300.0
O=C(O)c1cnc(NCC2CCCCC2)n2nc(-c3ccco3)nc12,4.47,Ki,Ki,33900.0
O=C(O)c1cnc(NCc2ccccc2)n2nc(-c3ccco3)nc12,5.44,Ki,Ki,3660.0
Cc1ccc(CNc2ncc(C(=O)O)c3nc(-c4ccco4)nn23)cc1,5.92,Ki,Ki,1190.0
COc1ccc(CNc2ncc(C(=O)O)c3nc(-c4ccco4)nn23)cc1,4.91,Ki,Ki,12400.0
O=C(O)c1cnc(NCc2ccc(F)cc2)n2nc(-c3ccco3)nc12,5.19,Ki,Ki,6390.0
O=C(O)c1cnc(NCc2ccc(C(F)(F)F)cc2)n2nc(-c3ccco3)nc12,4.75,Ki,Ki,18000.0
O=C(O)[C@H]1CC[C@H](OC2CCN(c3ccc(-c4nc5cc(Cl)ccc5[nH]4)cn3)CC2)CC1,5.46,Ki,Ki,3.5
O=C(O)[C@H]1CC[C@@H](OC2CCN(c3ccc(-c4nc5cc(C(F)(F)F)ccc5[nH]4)cn3)CC2)CC1,5.1,Ki,Ki,8.0
O=C(O)[C@H]1CC[C@H](OC2CCN(c3ccc(-c4nc5cc(C(F)(F)F)ccc5[nH]4)cn3)CC2)CC1,5.34,Ki,Ki,4.6
O=C(O)[C@H]1CC[C@H](OC2CCN(c3ccc(-c4nc5cc(F)ccc5[nH]4)cn3)CC2)CC1,5.01,Ki,Ki,9.7
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)O)cc4)nc32)[C@H](O)[C@@H]1O,7.16,Ki,Ki,70.0
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)Nc5ccc(OC(C)=O)c([N+](=O)[O-])c5)cc4)nc32)[C@H](O)[C@@H]1O,7.64,Ki,Ki,23.0
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)Nc5ccc(OC(=O)CCCCN=[N+]=[N-])c([N+](=O)[O-])c5)cc4)nc32)[C@H](O)[C@@H]1O,5.36,Ki,Ki,4360.0
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)Nc5ccc(OC(=O)CCCC[C@@H]6SC[C@@H]7NC(=O)N[C@@H]76)c([N+](=O)[O-])c5)cc4)nc32)[C@H](O)[C@@H]1O,5.48,Ki,Ki,3280.0
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)Nc5ccc(O)c([N+](=O)[O-])c5)cc4)nc32)[C@H](O)[C@@H]1O,6.57,Ki,Ki,267.0
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)O)cc4)nc32)[C@H](O)[C@@H]1O,8.36,Kd,Kd,4.36
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)Nc5ccc(OC(C)=O)c([N+](=O)[O-])c5)cc4)nc32)[C@H](O)[C@@H]1O,8.3,Kd,Kd,5.04
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)Nc5ccc(OC(=O)CCCCN=[N+]=[N-])c([N+](=O)[O-])c5)cc4)nc32)[C@H](O)[C@@H]1O,8.5,Kd,Kd,3.15
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)Nc5ccc(OC(C)=O)c([N+](=O)[O-])c5)cc4)nc32)[C@H](O)[C@@H]1O,8.65,Kd,Kd,2.24
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)Nc5ccc(OC(C)=O)c([N+](=O)[O-])c5)cc4)nc32)[C@H](O)[C@@H]1O,8.5,Kd,Kd,3.17
Nc1nc(N2CCCN(CCc3cccc4c3CC(=O)N4)CC2)nc2nc(-c3ccco3)nn12.O=C(O)C(F)(F)F,5.83,IC50,IC50,1479.0
Nc1nc(N2CCN(CCc3cccc4c3CC(=O)N4)CC2)nc2nc(-c3ccco3)nn12,7.23,IC50,IC50,59.0
Nc1nc(NC2CCN(CCc3cccc4c3CC(=O)N4)CC2)nc2nc(-c3ccco3)nn12,5.82,IC50,IC50,1514.0
Nc1nc(NC2CCNCC2)nc2nc(-c3ccco3)nn12,5.07,IC50,IC50,8511.0
CC(C)(C)OC(=O)N1CCC(Nc2nc(N)n3nc(-c4ccco4)nc3n2)CC1,5.76,IC50,IC50,1738.0
CCCN(CCCCCCNc1nc(N)n2nc(-c3ccco3)nc2n1)CCc1cccc2c1CC(=O)N2,5.75,IC50,IC50,1778.0
CCCN(CCCNc1nc(N)n2nc(-c3ccco3)nc2n1)CCc1cccc2c1CC(=O)N2,6.04,IC50,IC50,912.0
CN(CCCNc1nc(N)n2nc(-c3ccco3)nc2n1)CCc1cccc2c1CC(=O)N2,5.95,IC50,IC50,1122.0
CCCN(CCc1cccc2c1CC(=O)N2)c1nc(N)n2nc(-c3ccco3)nc2n1,7.5,IC50,IC50,32.0
CCCN(CCCNc1nc(Oc2ccc(CCNc3nc(N)n4nc(-c5ccco5)nc4n3)cc2)nc(N2CCOCC2)n1)CCc1cccc2c1CC(=O)N2.O=CO,6.92,IC50,IC50,120.0
Nc1nc(NCCc2ccc(Oc3nc(Cl)nc(N4CCOCC4)n3)cc2)nc2nc(-c3ccco3)nn12,6.87,IC50,IC50,135.0
COC(=O)CCCCCCCCCCCNC(=O)CCCOc1ccc(CCNc2nc(N)n3nc(-c4ccco4)nc3n2)cc1,6.36,IC50,IC50,437.0
CCCN(CCCNC(=O)CCCCCCCCCCCNC(=O)CCCOc1ccc(CCNc2nc(N)n3nc(-c4ccco4)nc3n2)cc1)CCc1cccc2c1CC(=O)N2.O=C(O)C(F)(F)F,5.97,IC50,IC50,1072.0
CCCN(CCCNC(=O)CCCCCCCNC(=O)CCCOc1ccc(CCNc2nc(N)n3nc(-c4ccco4)nc3n2)cc1)CCc1cccc2c1CC(=O)N2,7.39,IC50,IC50,41.0
CCCN(CCCNC(=O)CCCNC(=O)CCCOc1ccc(CCNc2nc(N)n3nc(-c4ccco4)nc3n2)cc1)CCc1cccc2c1CC(=O)N2,6.96,IC50,IC50,110.0
CCCN(CCCNC(=O)CCCOc1ccc(CCNc2nc(N)n3nc(-c4ccco4)nc3n2)cc1)CCc1cccc2c1CC(=O)N2.O=C(O)C(F)(F)F,7.75,IC50,IC50,18.0
CCCN(CCCNC(=O)COc1ccc(CCNc2nc(N)n3nc(-c4ccco4)nc3n2)cc1)CCc1cccc2c1CC(=O)N2,7.2,IC50,IC50,63.0
CCCN(CCCNC(=O)CCCC(=O)Oc1ccc(CCNc2nc(N)n3nc(-c4ccco4)nc3n2)cc1)CCc1cccc2c1CC(=O)N2,7.46,IC50,IC50,35.0
Nc1nc(NCCc2ccc(O)cc2)nc2nc(-c3ccco3)nn12,7.48,IC50,IC50,33.0
Nc1nc(N2CCCN(CCc3cccc4c3CC(=O)N4)CC2)nc2nc(-c3ccco3)nn12.O=C(O)C(F)(F)F,5.83,IC50,pIC50,5.83
Nc1nc(N2CCN(CCc3cccc4c3CC(=O)N4)CC2)nc2nc(-c3ccco3)nn12,7.23,IC50,pIC50,7.23
Nc1nc(NC2CCN(CCc3cccc4c3CC(=O)N4)CC2)nc2nc(-c3ccco3)nn12,5.82,IC50,pIC50,5.82
Nc1nc(NC2CCNCC2)nc2nc(-c3ccco3)nn12,5.07,IC50,pIC50,5.07
CC(C)(C)OC(=O)N1CCC(Nc2nc(N)n3nc(-c4ccco4)nc3n2)CC1,5.76,IC50,pIC50,5.76
CCCN(CCCCCCNc1nc(N)n2nc(-c3ccco3)nc2n1)CCc1cccc2c1CC(=O)N2,5.75,IC50,pIC50,5.75
CCCN(CCCNc1nc(N)n2nc(-c3ccco3)nc2n1)CCc1cccc2c1CC(=O)N2,6.04,IC50,pIC50,6.04
CN(CCCNc1nc(N)n2nc(-c3ccco3)nc2n1)CCc1cccc2c1CC(=O)N2,5.95,IC50,pIC50,5.95
CCCN(CCc1cccc2c1CC(=O)N2)c1nc(N)n2nc(-c3ccco3)nc2n1,7.49,IC50,pIC50,7.49
CCCN(CCCNc1nc(Oc2ccc(CCNc3nc(N)n4nc(-c5ccco5)nc4n3)cc2)nc(N2CCOCC2)n1)CCc1cccc2c1CC(=O)N2.O=CO,6.92,IC50,pIC50,6.92
Nc1nc(NCCc2ccc(Oc3nc(Cl)nc(N4CCOCC4)n3)cc2)nc2nc(-c3ccco3)nn12,6.87,IC50,pIC50,6.87
COC(=O)CCCCCCCCCCCNC(=O)CCCOc1ccc(CCNc2nc(N)n3nc(-c4ccco4)nc3n2)cc1,6.36,IC50,pIC50,6.36
CCCN(CCCNC(=O)CCCCCCCCCCCNC(=O)CCCOc1ccc(CCNc2nc(N)n3nc(-c4ccco4)nc3n2)cc1)CCc1cccc2c1CC(=O)N2.O=C(O)C(F)(F)F,5.97,IC50,pIC50,5.97
CCCN(CCCNC(=O)CCCCCCCNC(=O)CCCOc1ccc(CCNc2nc(N)n3nc(-c4ccco4)nc3n2)cc1)CCc1cccc2c1CC(=O)N2,7.39,IC50,pIC50,7.39
CCCN(CCCNC(=O)CCCNC(=O)CCCOc1ccc(CCNc2nc(N)n3nc(-c4ccco4)nc3n2)cc1)CCc1cccc2c1CC(=O)N2,6.96,IC50,pIC50,6.96
CCCN(CCCNC(=O)CCCOc1ccc(CCNc2nc(N)n3nc(-c4ccco4)nc3n2)cc1)CCc1cccc2c1CC(=O)N2.O=C(O)C(F)(F)F,7.74,IC50,pIC50,7.74
CCCN(CCCNC(=O)COc1ccc(CCNc2nc(N)n3nc(-c4ccco4)nc3n2)cc1)CCc1cccc2c1CC(=O)N2,7.2,IC50,pIC50,7.2
CCCN(CCCNC(=O)CCCC(=O)Oc1ccc(CCNc2nc(N)n3nc(-c4ccco4)nc3n2)cc1)CCc1cccc2c1CC(=O)N2,7.45,IC50,pIC50,7.45
Nc1nc(NCCc2ccc(O)cc2)nc2nc(-c3ccco3)nn12,7.48,IC50,pIC50,7.48
CCOC(=O)c1c(NC(=O)c2sc(Nc3ccccc3)nc2N(C)C)sc2c1CCCC2,5.19,Ki,Ki,6.45
CCOC(=O)c1c(NC(=O)c2sc(Nc3ccccc3)nc2-c2ccc(C)cc2)sc2c1CCCC2,4.55,Ki,Ki,28.4
CCOC(=O)c1c(NC(=O)c2sc(Nc3ccc(C)cc3)nc2N(C)C)sc2c1CCCC2,4.75,Ki,Ki,18.0
Cc1ccc(Nc2nc(N(C)C)c(C(=O)Nc3sc4c(c3C(N)=O)CCCC4)s2)cc1,4.65,Ki,Ki,22.3
Cc1ccc(-c2nc(Nc3ccccc3)sc2C(=O)Nc2sc3c(c2C(N)=O)CCCC3)cc1,5.46,Ki,Ki,3.44
Cc1ccc(Nc2nc(C)c(C(=O)Nc3sc4c(c3C#N)CCCC4)s2)cc1,5.25,Ki,Ki,5.67
CCOC(=O)c1c(NC(=O)c2sc(Nc3ccc(OC)cc3)nc2N(C)C)sc(C(=O)OC)c1C,5.01,Ki,Ki,9.66
CCOC(=O)c1c(NC(=O)c2sc(Nc3ccc(C)cc3)nc2N(C)C)sc(C(=O)OC)c1C,4.58,Ki,Ki,26.6
CC(C)(O)CC(=O)Nc1ccc(C(=O)Nc2nccs2)cc1,5.96,Ki,Ki,1100.0
CC(C)(C)CC(=O)Nc1ccc(C(=O)Nc2nccs2)nc1,6.52,Ki,Ki,300.0
CC(C)CCNc1ccc(C(=O)Nc2nccs2)cc1,6.14,Ki,Ki,730.0
CC(C)CC(=O)Nc1ccc(C(=O)Nc2nccs2)cc1,7.23,Ki,Ki,59.0
CC(CCN1CCOCC1)CC(=O)Nc1ccc(C(=O)Nc2nccs2)cc1,6.96,Ki,Ki,110.0
CCN(CC)CCC(C)CC(=O)Nc1ccc(C(=O)Nc2nccs2)cc1,6.96,Ki,Ki,110.0
CCN(CC)CCCCCCCC(=O)Nc1ccc(C(=O)Nc2nccs2)cc1,6.89,Ki,Ki,130.0
CCN(CC)CCCCCC(=O)Nc1ccc(C(=O)Nc2nccs2)cc1,6.62,Ki,Ki,240.0
CCN(CC)CCCCC(=O)Nc1ccc(C(=O)Nc2nccs2)cc1,6.08,Ki,Ki,830.0
CCCCC(=O)Nc1ccc(C(=O)Nc2nccs2)cc1,6.72,Ki,Ki,190.0
O=C(CC1CCCN1)Nc1ccc(C(=O)Nc2nccs2)cc1,5.18,Ki,Ki,6600.0
O=C(CC1CCCC1)Nc1ccc(C(=O)Nc2nccs2)cc1,7.17,Ki,Ki,67.0
Cc1cc(C(=O)Nc2nccs2)ccc1NC(=O)CC(C)(C)C,7.17,Ki,Ki,67.0
CC(C)(C)CC(=O)Nc1ccc(C(=O)Nc2nccs2)cc1,7.44,Ki,Ki,36.0
CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,7.14,Ki,Ki,72.0
CCOC(=O)c1nc(NC(=O)c2ccc(F)cc2)nc2nn(CCc3ccccc3)cc12,5.21,Ki,Ki,6.1
CCOC(=O)c1nc(NC(=O)c2ccccc2)nc2nn(CCc3ccccc3)cc12,5.43,Ki,Ki,3.7
CCOC(=O)c1nc(NC(=O)c2ccc(F)cc2)nc2nn(CC(C)(C)C)cc12,5.24,Ki,Ki,5.7
CCOC(=O)c1nc(NC(=O)c2ccc(C)cc2)nc2nn(C(C)C)cc12,5.64,Ki,Ki,2.3
CCOC(=O)c1nc(NC(=O)c2ccc(F)cc2)nc2nn(C(C)C)cc12,5.55,Ki,Ki,2.8
CCOC(=O)c1nc(NC(=O)c2ccccc2)nc2nn(C(C)C)cc12,5.48,Ki,Ki,3.3
CCOC(=O)c1nc(NC(=O)c2ccc(C)cc2)nc2nn(C)cc12,4.93,Ki,Ki,11.8
CCOC(=O)c1nc(NC(=O)c2ccc(F)cc2)nc2nn(C)cc12,4.94,Ki,Ki,11.5
CCOC(=O)c1nc(NC(=O)c2ccccc2)nc2nn(C)cc12,4.79,Ki,Ki,16.1
CCOC(=O)c1nc(N)nc2nn(CCc3ccccc3)cc12,5.32,Ki,Ki,4.8
CCOC(=O)c1nc(N)nc2nn(CC(C)(C)C)cc12,5.3,Ki,Ki,5.0
CCOC(=O)c1nc(N)nc2nn(C(C)C)cc12,5.58,Ki,Ki,2.6
CCOC(=O)c1nc(N)nc2nn(C)cc12,5.7,Ki,Ki,2.0
NC(=O)c1nc(N)nc2nn(CCc3ccccc3)cc12,4.8,Ki,Ki,15.7
CC(C)n1cc2c(C(N)=O)nc(N)nc2n1,5.04,Ki,Ki,9.2
Cn1cc2c(C(N)=O)nc(N)nc2n1,5.52,Ki,Ki,3.0
CCOC(=O)c1nc(NC(=O)Cc2ccccc2)nc2nn(CCc3ccccc3)cc12,5.62,Ki,Ki,2.4
CCOC(=O)c1nc(NC(=O)Cc2ccccc2)nc2nn(CC(C)(C)C)cc12,5.24,Ki,Ki,5.7
CCOC(=O)c1nc(NC(=O)Cc2ccccc2)nc2nn(C(C)C)cc12,5.06,Ki,Ki,8.8
CCOC(=O)c1nc(NC(=O)Cc2ccccc2)nc2nn(C)cc12,5.14,Ki,Ki,7.3
CCOC(=O)c1nc(NC(=O)c2ccc(Br)cc2)nc2nn(CCc3ccccc3)cc12,5.38,Ki,Ki,4.2
CCOC(=O)c1nc(NC(=O)c2ccc(C)cc2)nc2nn(CCc3ccccc3)cc12,5.22,Ki,Ki,6.0
CCOC(=O)c1nc(NC(=O)c2ccc(C(F)(F)F)cc2)nc2nn(CCc3ccccc3)cc12,5.12,Ki,Ki,7.5
CCn1nnc([C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)n1,8.09,Ki,Ki,8.12
CCn1nnc([C@H]2O[C@@H](n3cnc4c(N)nc(Cl)nc43)[C@H](O)[C@@H]2O)n1,7.68,Ki,Ki,20.7
